"item_id","subject","domain","question","answer","correct_answer","is_correct","confidence","model"
"245","logical_fallacies","formal_reasoning","The fallacy of appeal to the person is rejecting a claim by...","D","D","True","100","zai/glm-5"
"246","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","C","D","False","90","zai/glm-5"
"247","high_school_biology","natural_science","The reaction A + B → C is catalyzed by enzyme K. If the reaction is in equilibri","B","B","True","100","zai/glm-5"
"248","high_school_chemistry","natural_science","Which of the following is true for all bases?","C","C","True","90","zai/glm-5"
"249","elementary_mathematics","formal_reasoning","Marguerite earned a score between 75 and 89 on all of her previous spelling test","B","B","True","100","zai/glm-5"
"250","high_school_physics","natural_science","Under what conditions is the net electric flux through a closed surface proporti","A","A","True","100","zai/glm-5"
"251","miscellaneous","factual_recall","Which of these is not one of the 3 methods of heat transfer?","D","D","True","100","zai/glm-5"
"252","us_foreign_policy","social_moral","Peace, commerce, and honest friendship with all nations, entangling alliances wi","D","D","True","100","zai/glm-5"
"253","high_school_statistics","formal_reasoning","""A hypothesis test yields a P-value of 0.20."" Which of the following best descri","A","A","True","100","zai/glm-5"
"254","college_physics","natural_science","The surface of the Sun has a temperature close to 6,000 K and it emits a blackbo","A","A","True","95","zai/glm-5"
"255","high_school_psychology","humanities","Which of the following approaches emphasizes the importance of people's feelings","D","D","True","100","zai/glm-5"
"256","high_school_us_history","factual_recall","This question refers to the following information.
It is natural, it is a privil","B","B","True","95","zai/glm-5"
"257","high_school_statistics","formal_reasoning","Semir rolls a six-sided die every morning to determine what he will have for bre","D","D","True","100","zai/glm-5"
"258","philosophy","humanities","According to Stevenson, empirical methods:","B","B","True","95","zai/glm-5"
"259","college_physics","natural_science","One end of a horizontal, massless spring is attached to a wall. A mass of 0.30 k","A","A","True","100","zai/glm-5"
"260","high_school_biology","natural_science","A change in a neuron membrane potential from +50 millivolts to -70 millivolts is","B","B","True","100","zai/glm-5"
"261","professional_psychology","applied_professional","In the context of research design, external validity refers to the researcher’s ","D","D","True","100","zai/glm-5"
"262","formal_logic","formal_reasoning","Use indirect truth tables to determine whether the following argument is valid. ","C","C","True","90","zai/glm-5"
"263","high_school_psychology","humanities","Which of the following are most directly designed to help determine whether the ","A","A","True","100","zai/glm-5"
"264","moral_disputes","social_moral"," If Thomson's conclusion is correct, then","A","A","True","99","zai/glm-5"
"265","conceptual_physics","natural_science","A 10-Ω resistor carries 10 A. The voltage across the resistor is","D","D","True","100","zai/glm-5"
"266","high_school_statistics","formal_reasoning","The relation between the selling price of a car (in $1,000) and its age (in year","D","D","True","100","zai/glm-5"
"267","business_ethics","applied_professional","The state of being unable to make an informed, reasoned decision about a product","D","D","True","95","zai/glm-5"
"268","astronomy","natural_science","Suppose you live on the Moon. How long is a day (i.e. from sunrise to sunrise)?","C","C","True","100","zai/glm-5"
"269","high_school_psychology","humanities","""Mommy gived me a cookie"" best illustrates a basic understanding of","D","D","True","100","zai/glm-5"
"270","global_facts","factual_recall","As of 2016, about what percentage of adults aged 18 years or older were overweig","C","C","True","95","zai/glm-5"
"271","professional_law","applied_professional","In 1993, a landowner had good record title toa vineyard in fee simple absolute. ","C","C","True","95","zai/glm-5"
"272","high_school_us_history","factual_recall","This question refers to the following information.
""We found that not only was i","A","C","False","85","zai/glm-5"
"273","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","A","A","True","95","zai/glm-5"
"274","philosophy","humanities","Rawls conceives of the original contract as one to:","C","C","True","100","zai/glm-5"
"275","high_school_macroeconomics","social_moral","Suppose consumers expect the price of corn to be lower in the near future while ","B","B","True","100","zai/glm-5"
"276","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","C","C","True","100","zai/glm-5"
"277","high_school_chemistry","natural_science","Nitrous acid, HNO2, has a pKa value of 3.3. If a solution of nitrous acid is fou","B","B","True","100","zai/glm-5"
"278","human_aging","factual_recall","Over the last decade or two, which of the following causes of death has shown a ","A","A","True","95","zai/glm-5"
"279","high_school_microeconomics","social_moral","Which of the following causes the supply curve of paper to shift to the left?","D","D","True","100","zai/glm-5"
"280","conceptual_physics","natural_science","When we speak of time dilation, we mean that time","B","B","True","95","zai/glm-5"
"281","sociology","social_moral","Marx said that the development of the labour movement through factory-based prod","C","C","True","100","zai/glm-5"
"282","high_school_chemistry","natural_science","Which would be the easiest way to burn an iron nail?","C","C","True","95","zai/glm-5"
"283","elementary_mathematics","formal_reasoning","Which pair of ratios can form a proportion?","D","D","True","100","zai/glm-5"
"284","professional_medicine","applied_professional","A 45-year-old man comes to the physician because of right shoulder pain that beg","A","A","True","95","zai/glm-5"
"285","elementary_mathematics","formal_reasoning","Find the median in the set of data 23, 13, 18, 29, 32, 25.","B","B","True","100","zai/glm-5"
"286","clinical_knowledge","applied_professional","Fast-twitch fibres contain:","C","C","True","95","zai/glm-5"
"287","security_studies","social_moral","How might the diversity of the current global international system impact upon t","C","C","True","95","zai/glm-5"
"288","professional_law","applied_professional","A police officer observed two men acting suspiciously in front of a convenience ","B","B","True","100","zai/glm-5"
"289","high_school_macroeconomics","social_moral","Assuming there is no statistical discrepancy a trade surplus must be offset else","D","D","True","95","zai/glm-5"
"290","formal_logic","formal_reasoning"," Select the best translation into predicate logic: Not all lobsters are red.","A","A","True","100","zai/glm-5"
"291","high_school_biology","natural_science","The average birth weight for human babies is about 3 kg. Which of the following ","C","C","True","95","zai/glm-5"
"292","professional_law","applied_professional","A state has a statute generally prohibiting the installation and use of radar de","A","A","True","95","zai/glm-5"
"293","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","B","B","True","100","zai/glm-5"
"294","philosophy","humanities","Which of the following concepts can be defined, according to Moore?","C","C","True","95","zai/glm-5"
"295","high_school_psychology","humanities","Knowledge of different categories of trees and where they grow best is an exampl","B","B","True","100","zai/glm-5"
"296","philosophy","humanities","Epictetus recommends that we refrain from:","D","D","True","85","zai/glm-5"
"297","security_studies","social_moral","What potential problem for policy in the institutionalization of academe-policy ","B","C","False","85","zai/glm-5"
"298","high_school_physics","natural_science","A toy car and a toy truck collide. If the toy truck’s mass is double the toy car","B","B","True","100","zai/glm-5"
"299","philosophy","humanities","Feinberg claims that the best way to pursue happiness is to:","C","C","True","85","zai/glm-5"
"300","miscellaneous","factual_recall","Soil structure refers to which of the following?","A","A","True","100","zai/glm-5"
"301","elementary_mathematics","formal_reasoning","The population of a certain city is 836,527. What is the population of this city","D","D","True","100","zai/glm-5"
"302","sociology","social_moral","The human relations approach emphasized the importance of:","B","B","True","95","zai/glm-5"
"303","college_biology","natural_science","In an experiment, the first cleavage plane of an amphibian zygote was manipulate","B","B","True","100","zai/glm-5"
"304","high_school_us_history","factual_recall","This question refers to the following information.
""One-half of the people of th","D","D","True","100","zai/glm-5"
"305","human_aging","factual_recall","Activation of a class of genes called sirtuins may help to","A","A","True","90","zai/glm-5"
"306","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","C","C","True","95","zai/glm-5"
"307","high_school_biology","natural_science","Organisms in which of the following phyla have a true coelom?","C","B","False","100","zai/glm-5"
"308","abstract_algebra","formal_reasoning","Find the maximum possible order for some element of Z_8 x Z_10 x Z_24.","B","B","True","100","zai/glm-5"
"309","international_law","factual_recall","What is the meaning of international legal personality?","B","B","True","100","zai/glm-5"
"310","miscellaneous","factual_recall","In which layer of Earth is the geomagnetic field generated?","A","A","True","100","zai/glm-5"
"311","high_school_biology","natural_science","Which of the following statements is NOT correct about ancient Earth?","D","D","True","100","zai/glm-5"
"312","miscellaneous","factual_recall","Which of the following is a sports award?","D","D","True","100","zai/glm-5"
"313","elementary_mathematics","formal_reasoning","A store has 3 boxes of shirts. Each box has 4 packages with 7 shirts in each pac","B","B","True","100","zai/glm-5"
"314","high_school_biology","natural_science","The theory of evolution is most accurately described as","D","D","True","100","zai/glm-5"
"315","college_computer_science","formal_reasoning","For all strings x, the function x^M is defined recursively as follows.
e^M= e, a","D","D","True","100","zai/glm-5"
"316","elementary_mathematics","formal_reasoning","A package of paper towels has 12 rolls of paper towels in it. Mr. Kelly wants to","D","D","True","100","zai/glm-5"
"317","high_school_psychology","humanities","B. F. Skinner was well known for his work involving the","B","B","True","100","zai/glm-5"
"318","global_facts","factual_recall","The conjecture that inequality first increases with development, then decreases ","B","B","True","85","zai/glm-5"
"319","high_school_chemistry","natural_science","The simplest alkene has","B","B","True","100","zai/glm-5"
"320","high_school_psychology","humanities","When Antoinette comes home to her apartment, people suddenly jump out towards he","B","B","True","95","zai/glm-5"
"321","college_physics","natural_science","According to the BCS theory, the attraction between Cooper pairs in a supercondu","D","D","True","100","zai/glm-5"
"322","logical_fallacies","formal_reasoning","Another name for hasty generalization is","B","B","True","95","zai/glm-5"
"323","high_school_psychology","humanities","Jonathan's IQ score is in the 97th percentile. Of the following, which score is ","C","C","True","100","zai/glm-5"
"324","human_sexuality","humanities","Roman Catholicism takes the position that it is sinful to","D","D","True","100","zai/glm-5"
"325","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","C","C","True","100","zai/glm-5"
"326","clinical_knowledge","applied_professional","Most of the free fatty acids are transported in the blood:","D","D","True","100","zai/glm-5"
"327","high_school_macroeconomics","social_moral","If in a given year the government collects more money in net taxes than it spend","B","B","True","100","zai/glm-5"
"328","world_religions","factual_recall","How many female renouncers were under the tutelage of Chandanbala?","A","A","True","95","zai/glm-5"
"329","human_aging","factual_recall","A disadvantage of institutional care is that the staff frequently teach older re","B","B","True","100","zai/glm-5"
"330","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","A","A","True","100","zai/glm-5"
"331","high_school_psychology","humanities","Which of the following interventions is most effective at facilitating the educa","D","D","True","95","zai/glm-5"
"332","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","B","B","True","100","zai/glm-5"
"333","high_school_psychology","humanities","The perceived volume of a tone is mainly determined by its","C","C","True","100","zai/glm-5"
"334","college_mathematics","formal_reasoning","In xyz-space, what are the coordinates of the point on the plane 2x + y + 3z = 3","B","B","True","100","zai/glm-5"
"335","high_school_biology","natural_science","Which of the following is correct about vaccination?","D","D","True","100","zai/glm-5"
"336","professional_law","applied_professional","A developer, owner of several hundred acres in a rural county, drafted a general","B","B","True","95","zai/glm-5"
"337","professional_psychology","applied_professional","A company president is concerned about the low motivation and satisfaction of he","D","D","True","95","zai/glm-5"
"338","electrical_engineering","formal_reasoning","In decimal number system what is MSD","A","A","True","100","zai/glm-5"
"339","high_school_statistics","formal_reasoning","A producer of skin care products has created a new formula for its cream to cure","C","C","True","100","zai/glm-5"
"340","professional_law","applied_professional","A city filed eminent domain proceedings in order to obtain 40 beach houses front","B","B","True","98","zai/glm-5"
"341","high_school_mathematics","formal_reasoning","John is playing a game in which he tries to obtain the highest number possible. ","B","B","True","100","zai/glm-5"
"342","high_school_biology","natural_science","The fluidity of the plasma membrane can vary in response to temperature changes.","B","B","True","100","zai/glm-5"
"343","college_chemistry","natural_science","Which of the following experimental observations were explained by Planck’s quan","A","A","True","100","zai/glm-5"
"344","high_school_chemistry","natural_science","Radon is a health hazard because","A","A","True","100","zai/glm-5"
"345","high_school_psychology","humanities","What is the major difference between negative reinforcement and punishment?","D","D","True","100","zai/glm-5"
"346","world_religions","factual_recall","The term xin refers to which of the following?","C","C","True","100","zai/glm-5"
"347","human_sexuality","humanities","The capacity of a spinal-cord injured man to have erections depends on:","D","D","True","95","zai/glm-5"
"348","nutrition","factual_recall","Risk assessment is applied to data on toxicity and human exposure to:
","D","A","False","100","zai/glm-5"
"349","high_school_biology","natural_science","When the first tiny prokaryotic cell took up residence inside a larger prokaryot","C","C","True","100","zai/glm-5"
"350","professional_medicine","applied_professional","A 16-year-old boy is admitted to the emergency department because of a knife wou","A","A","True","90","zai/glm-5"
"351","formal_logic","formal_reasoning","Construct a complete truth table for the following argument. Then, using the tru","D","D","True","100","zai/glm-5"
"352","professional_medicine","applied_professional","A 52-year-old woman comes to the emergency department because of a 1-week histor","D","D","True","95","zai/glm-5"
"353","anatomy","natural_science","Which of the following muscles initiates elevation of the mandible?","A","D","False","98","zai/glm-5"
"354","philosophy","humanities","Kant says that when trying to decide whether an action is morally permissible, w","C","C","True","100","zai/glm-5"
"355","high_school_psychology","humanities","Which sentence most accurately describes how neurons communicate?","C","C","True","100","zai/glm-5"
"356","electrical_engineering","formal_reasoning","Electric drive is becoming more and more popular because","A","A","True","95","zai/glm-5"
"357","high_school_psychology","humanities","Cyan has come up with a test to identify people with the potential to be great c","D","D","True","100","zai/glm-5"
"358","high_school_computer_science","formal_reasoning","Which of the following has the greatest potential for compromising a user's pers","A","A","True","85","zai/glm-5"
"359","professional_law","applied_professional","On February 15, a company that manufactures metal sidings for home exteriors rec","A","A","True","100","zai/glm-5"
"360","high_school_mathematics","formal_reasoning","In Canada in 2014, the average wholesale price of soybeans was $0.24 per pound. ","B","B","True","100","zai/glm-5"
"361","high_school_psychology","humanities","The goal of projective personality tests, such as the Rorschach and Thematic App","B","B","True","100","zai/glm-5"
"362","high_school_chemistry","natural_science","Of the following, the most important experimental information used to deduce the","C","C","True","90","zai/glm-5"
"363","high_school_biology","natural_science","Certain populations of finches have long been isolated on the Galapagos Islands ","B","B","True","100","zai/glm-5"
"364","high_school_chemistry","natural_science","The melting point of straight-chain hydrocarbons increases as the number of carb","C","C","True","95","zai/glm-5"
"365","high_school_psychology","humanities","Two ""cognitive shortcuts"" that can lead to errors in information processing are","A","A","True","100","zai/glm-5"
"366","professional_accounting","applied_professional","A partner in a general partnership is usually not entitled to which of the follo","D","D","True","95","zai/glm-5"
"367","high_school_statistics","formal_reasoning","Suppose you toss a fair die three times and it comes up an even number each time","D","D","True","100","zai/glm-5"
"368","professional_psychology","applied_professional","In terms of age, Erikson’s ________ stage of psychosocial development correspond","D","D","True","100","zai/glm-5"
"369","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","B","B","True","100","zai/glm-5"
"370","professional_law","applied_professional","A young man suggested to his friend that they steal a large-screen TV from a nei","A","A","True","95","zai/glm-5"
"371","conceptual_physics","natural_science","If an object is already moving and the sum of all the vector forces on a mass is","A","A","True","100","zai/glm-5"
"372","college_physics","natural_science","An observer O at rest midway between two sources of light at x = 0 and x = 10 m ","C","C","True","100","zai/glm-5"
"373","high_school_psychology","humanities","The medical model of psychologically disordered behavior is most likely to be cr","D","D","True","100","zai/glm-5"
"374","college_chemistry","natural_science","Which of the following statements about nuclear binding energies is NOT true?","B","B","True","100","zai/glm-5"
"375","high_school_psychology","humanities","Research has shown that people who read a job description written only with male","A","A","True","95","zai/glm-5"
"376","college_physics","natural_science","At the present time, the temperature of the universe (i.e., the microwave radiat","A","A","True","95","zai/glm-5"
"377","high_school_macroeconomics","social_moral","Which of the following would be an example of fiat money?","B","B","True","100","zai/glm-5"
"378","moral_disputes","social_moral"," What does SCNT stand for, as used in the discussion on cloning?","C","C","True","100","zai/glm-5"
"379","professional_law","applied_professional","A construction worker sued an insulation manufacturer in federal court, claiming","A","B","False","90","zai/glm-5"
"380","sociology","social_moral","Émile Durkheim believed the primary focus of sociology should be which of the fo","B","B","True","100","zai/glm-5"
"381","conceptual_physics","natural_science","As more lamps are connected in parallel in a circuit, the current in the power s","A","A","True","95","zai/glm-5"
"382","high_school_chemistry","natural_science","A sample of liquid NH3 is brought to its boiling point. Which of the following o","D","D","True","100","zai/glm-5"
"383","philosophy","humanities","Mill defines “utility” as:","C","C","True","95","zai/glm-5"
"384","high_school_psychology","humanities","In the ""cocktail party phenomenon,"" an individual can focus on one conversation ","B","B","True","100","zai/glm-5"
"385","world_religions","factual_recall","What does the word ""Islam"" mean in Arabic?","B","B","True","100","zai/glm-5"
"386","anatomy","natural_science","The infraorbital nerve","A","A","True","100","zai/glm-5"
"387","anatomy","natural_science","Saliva contains an enzyme that acts upon which of the following nutrients?","A","A","True","100","zai/glm-5"
"388","miscellaneous","factual_recall","What actress starred on 'Charlie's Angels' for the show's entire run?","C","C","True","100","zai/glm-5"
"389","high_school_biology","natural_science","Which of the following disorders will most likely result from X chromosome aneup","C","C","True","100","zai/glm-5"
"390","machine_learning","formal_reasoning","Another term for out-of-distribution detection is?","A","A","True","95","zai/glm-5"
"391","high_school_psychology","humanities","While visiting a museum, you study a statue by walking around it and examining i","C","C","True","95","zai/glm-5"
"392","high_school_microeconomics","social_moral","The law of increasing costs is useful in describing","D","D","True","100","zai/glm-5"
"393","electrical_engineering","formal_reasoning","The resistance of a conductor of diameter d and length l is R Ω. If the diameter","D","C","False","100","zai/glm-5"
"394","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","B","B","True","100","zai/glm-5"
"395","machine_learning","formal_reasoning","Statement 1| ImageNet has images of various resolutions. Statement 2| Caltech-10","C","C","True","98","zai/glm-5"
"396","professional_law","applied_professional","Litigation arose in the courts of a state when the Secretary of Commerce attempt","B","B","True","100","zai/glm-5"
"397","econometrics","social_moral","Which one of the following is a disadvantage of the general to specific or ""LSE""","D","B","False","95","zai/glm-5"
"398","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","C","D","False","95","zai/glm-5"
"399","human_sexuality","humanities","Which is true with regard to voyeurs?","D","D","True","95","zai/glm-5"
"400","high_school_psychology","humanities","After discovering that she was in the early stages of an eating disorder, Maria'","C","C","True","100","zai/glm-5"
"401","high_school_world_history","factual_recall","This question refers to the following information.
""In Northern India the existe","B","A","False","100","zai/glm-5"
"402","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","D","D","True","98","zai/glm-5"
"403","college_chemistry","natural_science","The dissociation energy for a hydrogen-bromine bond is defined as the change in ","D","D","True","100","zai/glm-5"
"404","high_school_geography","factual_recall","Ankara, Turkey and Islamabad, Pakistan are both examples of","B","B","True","100","zai/glm-5"
"405","high_school_psychology","humanities","Lynda is a confident, capable woman who takes responsibility for her own actions","C","C","True","100","zai/glm-5"
"406","miscellaneous","factual_recall","The film 'Stand By Me' is based on a novel by what author?","B","B","True","100","zai/glm-5"
"407","prehistory","factual_recall","Conflict models emphasize the importance of __________ tensions in the developme","C","C","True","95","zai/glm-5"
"408","professional_law","applied_professional","Which of the following is not within the power of a federal subpoena to command ","A","A","True","100","zai/glm-5"
"409","econometrics","social_moral","Including relevant lagged values of the dependent variable on the right hand sid","A","A","True","95","zai/glm-5"
"410","college_physics","natural_science","White light is normally incident on a puddle of water (index of refraction 1.33)","C","C","True","100","zai/glm-5"
"411","miscellaneous","factual_recall","Which of these is not one of the four basic forces in nature?","D","D","True","100","zai/glm-5"
"412","philosophy","humanities","By “animal motion,” Hobbes means:","D","D","True","95","zai/glm-5"
"413","professional_law","applied_professional","A 10-year-old girl decided to go sledding during a heavy snow and ice storm. She","B","B","True","95","zai/glm-5"
"414","college_mathematics","formal_reasoning","Let X be a topological space, and let A, B, and C be nonempty subsets of X such ","B","D","False","100","zai/glm-5"
"415","high_school_statistics","formal_reasoning","A large city was interested in annexing part of the surrounding county. In a sur","C","C","True","85","zai/glm-5"
"416","professional_accounting","applied_professional","In year 6, an IRS agent completed an examination of a corporation’s year 5 tax r","D","D","True","95","zai/glm-5"
"417","high_school_physics","natural_science","An ideal battery of constant voltage V supplies current to a circuit that has to","C","C","True","100","zai/glm-5"
"418","formal_logic","formal_reasoning"," Use the following key to translate the given formula of PL to natural, English ","D","D","True","100","zai/glm-5"
"419","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","C","C","True","100","zai/glm-5"
"420","nutrition","factual_recall","It has been observed that a reduction in family size and improved sanitary condi","B","B","True","100","zai/glm-5"
"421","high_school_statistics","formal_reasoning","Which of the following is a correct statement?","D","D","True","95","zai/glm-5"
"422","global_facts","factual_recall","The percentage of children in India (age 8) who reported physical punishment by ","C","C","True","75","zai/glm-5"
"423","high_school_mathematics","formal_reasoning","Let $M=4a^2 - 2b^2 +a$. Let $j$ be the value of $M$ when $a=5$ and $b=3$, and le","A","A","True","100","zai/glm-5"
"424","human_sexuality","humanities","For purposes of conception, the best position for intercourse is:","B","B","True","85","zai/glm-5"
"425","high_school_physics","natural_science","A particle is subjected to a conservative force whose potential energy function ","D","D","True","100","zai/glm-5"
"426","high_school_psychology","humanities","A sixth-grade teacher is concerned because Kerry, a student in class, has been h","D","D","True","95","zai/glm-5"
"427","international_law","factual_recall","What is the rationale for the exhaustion of local remedies in international huma","C","C","True","95","zai/glm-5"
"428","world_religions","factual_recall","Which pope promoted the cults of St. Peter and St. Paul to bolster authority in ","A","A","True","95","zai/glm-5"
"429","moral_disputes","social_moral"," Which of the following is not an example of a natural right that Locke uses?","C","C","True","100","zai/glm-5"
"430","computer_security","formal_reasoning","Applications developed by programming languages like ____ and ______ have this c","C","C","True","100","zai/glm-5"
"431","professional_accounting","applied_professional","Stock A has a beta of 0.8, while Stock B has a beta of 1.4. The expected return ","A","A","True","100","zai/glm-5"
"432","high_school_world_history","factual_recall","This question refers to the following information.
""The question as to who, and ","A","A","True","100","zai/glm-5"
"433","virology","factual_recall","500 women aged 40 – 54 who present for routine check-ups are asked about their m","B","A","False","100","zai/glm-5"
"434","abstract_algebra","formal_reasoning","Statement 1 | Every ideal in a ring is a subring of the ring. Statement 2 | Ever","C","C","True","100","zai/glm-5"
"435","abstract_algebra","formal_reasoning","Statement 1 | For n > 1, the set {1,2, ..., n-1} is a group under multiplication","D","D","True","100","zai/glm-5"
"436","philosophy","humanities","According to Brandt’s theory, an ideal moral rule is one that would:","C","C","True","95","zai/glm-5"
"437","world_religions","factual_recall","According to Hindu tradition, which age are we in currently?","A","A","True","100","zai/glm-5"
"438","professional_psychology","applied_professional","Berscheid’s (1983) emotion-in-relationship model proposes that strong positive e","B","B","True","100","zai/glm-5"
"439","high_school_psychology","humanities","Research using the visual cliff suggests that human infants","B","B","True","95","zai/glm-5"
"440","high_school_biology","natural_science","Hydrangea flowers have one gene for flower color. Plants of the same genetic var","C","C","True","100","zai/glm-5"
"441","high_school_computer_science","formal_reasoning","Consider the following three scenarios, which could be modeled using three data ","C","C","True","95","zai/glm-5"
"442","professional_law","applied_professional","A farmer was the owner of a 20-acre tract that was situated just south of a majo","C","C","True","85","zai/glm-5"
"443","econometrics","social_moral","Suppose that the following regression is estimated using 27 quarterly observatio","C","C","True","100","zai/glm-5"
"444","clinical_knowledge","applied_professional","An ileostomy opening should be:","B","B","True","90","zai/glm-5"
"445","anatomy","natural_science","In the brain stem, pathways for:","C","C","True","100","zai/glm-5"
"446","high_school_psychology","humanities","Harlow's monkey experiment illustrated","A","A","True","100","zai/glm-5"
"447","high_school_mathematics","formal_reasoning","Where, in the first quadrant, does the rose r = sin 3θ have a vertical tangent?","C","C","True","100","zai/glm-5"
"448","college_physics","natural_science","A particle decays in 2.0 ms in its rest frame. If the same particle moves at v=0","D","D","True","95","zai/glm-5"
"449","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","A","A","True","100","zai/glm-5"
"450","miscellaneous","factual_recall","What automobile company makes the Sonata?","D","D","True","100","zai/glm-5"
"451","high_school_statistics","formal_reasoning","The regression analysis of question 20 indicated that ""R-sq = 98.1%."" Which of t","C","C","True","100","zai/glm-5"
"452","professional_law","applied_professional","A law clerk normally worked from 9:00 a. m. to5:00 p. m. each day, or an average","D","D","True","85","zai/glm-5"
"453","human_sexuality","humanities","Stan is out having a few beers with some friends. Which of the following will be","C","C","True","95","zai/glm-5"
"454","philosophy","humanities","According to Butler, the degree to which one acts compassionately depends on:","C","C","True","90","zai/glm-5"
"455","high_school_biology","natural_science","Which of the following statements about trypsin is NOT true?","C","C","True","100","zai/glm-5"
"456","high_school_biology","natural_science","Stretching out from the equator is a wide belt of tropical rain forests that are","B","B","True","100","zai/glm-5"
"457","conceptual_physics","natural_science","When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle","C","C","True","95","zai/glm-5"
"458","professional_accounting","applied_professional","King, Inc. owns 70% of Simmon Co’s outstanding common stock. King’s liabilities ","B","B","True","100","zai/glm-5"
"459","clinical_knowledge","applied_professional","For very high force contractions lasting 1-2 seconds, the initial energy source ","D","D","True","95","zai/glm-5"
"460","computer_security","formal_reasoning","A/an ___________ is a program that steals your logins & passwords for instant me","A","A","True","100","zai/glm-5"
"461","high_school_european_history","factual_recall","This question refers to the following information.
""The Italian nation has been ","B","D","False","100","zai/glm-5"
"462","miscellaneous","factual_recall","What term describes a tribe that has no set homeland and wanders from place to p","A","A","True","100","zai/glm-5"
"463","high_school_mathematics","formal_reasoning","On her previous five attempts Sarah had achieved times, in seconds, of 86, 94, 9","B","B","True","100","zai/glm-5"
"464","high_school_geography","factual_recall","Which of the following is LEAST associated with the development of alluvial land","D","D","True","100","zai/glm-5"
"465","electrical_engineering","formal_reasoning","The solid angle subtended by an area of 2400 cm^2 on the surface of a sphere of ","C","C","True","100","zai/glm-5"
"466","logical_fallacies","formal_reasoning","The fallacy of reprehensible personality is a specific type of","B","A","False","70","zai/glm-5"
"467","college_chemistry","natural_science","Of the following ionic substances, which has the greatest lattice enthalpy?","A","A","True","100","zai/glm-5"
"468","formal_logic","formal_reasoning","Identify the conclusion of the following argument. All of psychology has gotten ","D","D","True","100","zai/glm-5"
"469","high_school_macroeconomics","social_moral","In order to reduce or eliminate crowding out expansionary fiscal policy can be a","C","C","True","98","zai/glm-5"
"470","professional_law","applied_professional","A state enacted a statute that authorized the payment of state funds to any priv","A","B","False","95","zai/glm-5"
"471","high_school_biology","natural_science","Which of the changes below following the start codon in an mRNA would most likel","A","A","True","100","zai/glm-5"
"472","world_religions","factual_recall"," What does ""Svetambara"" mean?","C","C","True","100","zai/glm-5"
"473","miscellaneous","factual_recall","What French city is home to a famous international film festival each spring?","A","A","True","100","zai/glm-5"
"474","electrical_engineering","formal_reasoning","A metal surface with 1 meter radius and surface charge density of 20 coulombs / ","B","B","True","95","zai/glm-5"
"475","miscellaneous","factual_recall","When Corporation X pays out $300,000 in salaries, which of the following is the ","B","B","True","100","zai/glm-5"
"476","high_school_computer_science","formal_reasoning","An online store uses 6-bit binary sequences to identify each unique item for sal","C","C","True","100","zai/glm-5"
"477","professional_law","applied_professional","A consumer from State A filed a $100,000 products liabilityaction in federal cou","D","D","True","95","zai/glm-5"
"478","abstract_algebra","formal_reasoning","(Z,*) is a group with a*b = a+b+1 for all a, b in Z. The inverse of a is","D","D","True","100","zai/glm-5"
"479","college_computer_science","formal_reasoning","Languages with a structure that implements abstract data types (e.g., a C++ clas","D","D","True","95","zai/glm-5"
"480","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","D","D","True","90","zai/glm-5"
"481","prehistory","factual_recall","What is the Aztec word for a spear-throwing device developed in Europe more than","B","B","True","100","zai/glm-5"
"482","philosophy","humanities","Epictetus recommends that we act:","C","C","True","95","zai/glm-5"
"483","high_school_macroeconomics","social_moral","U.S. real GDP most likely falls when","D","D","True","100","zai/glm-5"
"484","high_school_psychology","humanities","A game show like Jeopardy! asks players to demonstrate which of the following ty","B","B","True","95","zai/glm-5"
"485","formal_logic","formal_reasoning"," Construct a complete truth table for the following argument. Then, using the tr","A","A","True","100","zai/glm-5"
"486","clinical_knowledge","applied_professional","If the mean rate of oxygen consumption of a male athlete during a training sessi","D","D","True","95","zai/glm-5"
"487","moral_disputes","social_moral"," According to Lukianoff and Haidt, institutionalizing vindictive protectiveness ","D","C","False","100","zai/glm-5"
"488","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","B","B","True","100","zai/glm-5"
"489","high_school_mathematics","formal_reasoning","How many numbers are in the list $ -36, -29, -22, \ldots, 41, 48?$","C","C","True","100","zai/glm-5"
